id_loja,cod,varejista,tipo,cep,lat_long,nl,uf
23417,8121513302897823591,RETAILER 1,STORE TYPE 24,62560,"39.30,-89.60",Drogaria Popular,PA
23418,8121626816902254539,RETAILER 6,STORE TYPE 23,20011,"38.95,-77.02",Drogaria Esperança,PI
23419,8121848831936120838,RETAILER 6,STORE TYPE 23,27910,"36.29,-76.99",Drogaria Mais Saúde,PA
23420,8122006712985336242,RETAILER 1,STORE TYPE 24,79416,"33.60,-101.98",Drogaria Moderna,SP
23421,8122860766044857878,RETAILER 6,STORE TYPE 03,79936,"31.78,-106.30",Farmácia Econômica,PI
23422,8122946437362905620,RETAILER 1,STORE TYPE 24,46543,"41.54,-85.67",Drogaria Esperança,AL
23423,8123108131522357173,RETAILER 7,STORE TYPE 20,35210,"33.54,-86.67",Farmácia Econômica,PR
23424,8123445485716330658,RETAILER 1,STORE TYPE 18,10467,"40.87,-73.87",Farmácia Boa Saúde,AL
23425,8124105726886571764,RETAILER 1,STORE TYPE 24,64788,"38.42,-94.02",Farmácia Bem Estar,PA
23426,8124112347086130280,RETAILER 1,STORE TYPE 24,62858,"38.81,-88.49",Drogaria Esperança,SE
23427,8124462256206373813,RETAILER 1,STORE TYPE 24,92371,"34.44,-117.54",Drogaria Mais Saúde,GO
23428,8124822220627242235,RETAILER 1,STORE TYPE 24,70785,"30.56,-90.82",Farmácia São João,PR
23429,8125251935492802045,RETAILER 6,STORE TYPE 23,77037,"29.89,-95.39",Drogaria Central,SC
23430,8125710482258531723,RETAILER 1,STORE TYPE 24,24551,"37.36,-79.32",Farmácia Bem Estar,SP
23431,8125869394804932290,RETAILER 6,STORE TYPE 16,93420,"35.18,-120.48",Farmácia Vida+,AM
23432,8126160660703915157,RETAILER 6,STORE TYPE 23,30084,"33.85,-84.22",Farmácia Boa Saúde,AC
23433,8126389329274185187,RETAILER 6,STORE TYPE 23,33598,"27.69,-82.28",Drogaria Esperança,AP
23434,8126467878377983560,RETAILER 6,STORE TYPE 23,55304,"45.25,-93.28",Drogaria Central,MT
23435,8126997214620964421,RETAILER 6,STORE TYPE 03,75025,"33.09,-96.74",Farmácia Confiança,RJ
23436,8127060835352216024,RETAILER 4,STORE TYPE 14,4086,"43.96,-69.96",Farmácia TopSaúde,RS
23437,8127385018483852075,RETAILER 1,STORE TYPE 24,32506,"30.39,-87.37",Drogaria Popular,MG
23438,8128428674403689762,RETAILER 1,STORE TYPE 24,45638,"38.56,-82.68",Drogaria Saúde,SC
23439,8128636484081780787,RETAILER 1,STORE TYPE 24,45414,"39.84,-84.21",Drogaria Mais Saúde,PR
23440,8128915615814060196,RETAILER 1,STORE TYPE 24,98610,"45.87,-122.07",Farmácia Confiança,RR
23441,8129321655710065520,RETAILER 1,STORE TYPE 24,62034,"38.75,-89.97",Farmácia São João,RO
23442,8130431741950379086,RETAILER 6,STORE TYPE 03,35476,"33.23,-87.59",Drogaria Saúde,MA
23443,8130952369124508446,RETAILER 1,STORE TYPE 24,70570,"30.53,-92.10",Farmácia Vida+,SP
23444,8131425426000261417,RETAILER 6,STORE TYPE 23,27834,"35.66,-77.38",Farmácia Confiança,SC
23445,8131476377769420704,RETAILER 4,STORE TYPE 14,27534,"35.37,-77.89",Farmácia Vida+,MG
23446,8132189663043702709,RETAILER 1,STORE TYPE 18,30501,"34.32,-83.81",Drogaria Saúde,SE
23447,8132780893287116161,RETAILER 4,STORE TYPE 14,92562,"33.55,-117.34",Drogaria Brasil,PI
23448,8132852396879622354,RETAILER 6,STORE TYPE 23,86326,"34.70,-112.02",Drogaria Central,AP
23449,8132970065778358160,RETAILER 1,STORE TYPE 24,46350,"41.61,-86.72",Farmácia Econômica,MS
23450,8133232267079230859,RETAILER 6,STORE TYPE 23,34986,"27.33,-80.40",Farmácia Vida+,GO
23451,8133657764557842581,RETAILER 1,STORE TYPE 24,36617,"30.72,-88.10",Farmácia Econômica,RS
23452,8134111689658843455,RETAILER 1,STORE TYPE 24,65802,"37.21,-93.35",Drogaria Mais Saúde,AL
23453,8134576530303576850,RETAILER 6,STORE TYPE 23,31211,"32.90,-83.58",Farmácia São João,AC
23454,8134611049838858469,RETAILER 5,STORE TYPE 06,14207,"42.95,-78.90",Drogaria Esperança,MS
23455,8134792052708630167,RETAILER 1,STORE TYPE 24,70560,"29.92,-91.88",Farmácia Boa Saúde,ES
23456,8135075374898593306,RETAILER 6,STORE TYPE 23,78249,"29.57,-98.61",Drogaria Moderna,MA
23457,8135367783021148812,RETAILER 1,STORE TYPE 24,42347,"37.53,-86.88",Farmácia Bem Estar,SC
23458,8135738476742532734,RETAILER 1,STORE TYPE 24,29341,"35.11,-81.71",Drogaria Central,GO
23459,8135956042773779990,RETAILER 6,STORE TYPE 23,60450,"41.37,-88.43",Farmácia Boa Saúde,SP
23460,8136286141286058649,RETAILER 1,STORE TYPE 24,18201,"40.95,-75.96",Farmácia Vida+,RS
23461,8136859847440836853,RETAILER 1,STORE TYPE 24,32427,"30.71,-85.79",Drogaria Central,AP
23462,8137574386009709197,RETAILER 1,STORE TYPE 24,22844,"38.66,-78.66",Farmácia Boa Saúde,DF
23463,8137892141576453692,RETAILER 1,STORE TYPE 24,54406,"44.41,-89.30",Drogaria Popular,PA
23464,8138305831523969148,RETAILER 6,STORE TYPE 23,48604,"43.50,-83.97",Drogaria Saúde,MA
23465,8138379375019561136,RETAILER 1,STORE TYPE 24,46036,"40.30,-85.83",Farmácia do Povo,DF
23466,8138582144498278735,RETAILER 1,STORE TYPE 24,61536,"40.69,-89.79",Drogaria Saúde,RS
23467,8138636208065280640,RETAILER 1,STORE TYPE 24,86512,"35.10,-109.24",Drogaria Mais Saúde,TO
23468,8138782507345796645,RETAILER 6,STORE TYPE 23,75110,"32.08,-96.53",Farmácia Vida+,PI
23469,8139093977836864506,RETAILER 1,STORE TYPE 24,70582,"30.16,-91.78",Farmácia Vida+,RO
23470,8139215606258471414,RETAILER 6,STORE TYPE 23,30519,"34.09,-83.95",Farmácia do Povo,PR
23471,8139630303907065657,RETAILER 1,STORE TYPE 24,47167,"38.61,-86.10",Drogaria Brasil,RS
23472,8139765550774835547,RETAILER 1,STORE TYPE 24,36305,"31.20,-85.50",Farmácia do Povo,GO
23473,8139857633130955191,RETAILER 1,STORE TYPE 18,42345,"37.14,-87.18",Farmácia Confiança,PI
23474,8139857633130955191,RETAILER 1,STORE TYPE 24,42345,"37.14,-87.18",Farmácia Vida+,ES
23475,8139979139298253623,RETAILER 1,STORE TYPE 24,46001,"40.25,-85.66",Farmácia Vida+,MT
23476,8140117860876931797,RETAILER 6,STORE TYPE 23,73127,"35.48,-97.65",Drogaria Brasil,MT
23477,8140582517970448867,RETAILER 1,STORE TYPE 13,89113,"36.06,-115.26",Drogaria Mais Saúde,TO
23478,8140589592115246432,RETAILER 4,STORE TYPE 14,90220,"33.88,-118.23",Farmácia Bem Estar,CE
23479,8140673150684825836,RETAILER 1,STORE TYPE 18,24354,"36.83,-81.54",Drogaria Central,BA
23480,8141040412233925930,RETAILER 1,STORE TYPE 18,30458,"32.40,-81.83",Farmácia Boa Saúde,AL
23481,8141236973818755541,RETAILER 1,STORE TYPE 15,14711,"42.33,-78.12",Farmácia Vida+,MS
23482,8141433248968825952,RETAILER 1,STORE TYPE 18,36323,"31.43,-86.07",Drogaria Saúde,SC
23483,8141666427883514166,RETAILER 6,STORE TYPE 23,85541,"34.19,-111.30",Drogaria Saúde,BA
23484,8141721570598194470,RETAILER 1,STORE TYPE 18,72903,"35.35,-94.36",Drogaria Central,DF
23485,8142025899022328834,RETAILER 1,STORE TYPE 24,65085,"38.41,-92.08",Farmácia São João,MG
23486,8142113185117745220,RETAILER 4,STORE TYPE 14,29803,"33.47,-81.55",Drogaria Viva,SE
23487,8142175011482472203,RETAILER 6,STORE TYPE 23,45601,"39.31,-82.96",Drogaria Mais Saúde,PI
23488,8142544548002797943,RETAILER 6,STORE TYPE 23,46514,"41.72,-85.98",Farmácia Bem Estar,PI
23489,8143423621645801026,RETAILER 6,STORE TYPE 23,89014,"36.06,-115.06",Farmácia Boa Saúde,MT
23490,8143789722380757881,RETAILER 1,STORE TYPE 24,17301,"39.90,-76.98",Farmácia Boa Saúde,TO
23491,8144468745040025897,RETAILER 1,STORE TYPE 24,30517,"34.13,-83.80",Drogaria Mais Saúde,MA
23492,8144763682282452739,RETAILER 1,STORE TYPE 24,6066,"41.84,-72.46",Drogaria Esperança,ES
23493,8144846058506583978,RETAILER 1,STORE TYPE 24,63736,"37.09,-89.51",Drogaria Esperança,PB
23494,8144864462809119548,RETAILER 6,STORE TYPE 23,22664,"38.89,-78.53",Farmácia Confiança,SE
23495,8145073629150424977,RETAILER 6,STORE TYPE 23,27030,"36.49,-80.63",Farmácia Econômica,RJ
23496,8145228177454773957,RETAILER 1,STORE TYPE 24,37813,"36.18,-83.26",Farmácia Boa Saúde,AP
23497,8145443395857023134,RETAILER 6,STORE TYPE 23,93555,"35.61,-117.68",Drogaria Central,RR
23498,8145989856644771687,RETAILER 1,STORE TYPE 24,48182,"41.79,-83.58",Drogaria Moderna,PB
23499,8146217740569346672,RETAILER 6,STORE TYPE 23,12534,"42.22,-73.75",Drogaria Popular,BA
23500,8146345306838734478,RETAILER 7,STORE TYPE 20,89060,"36.39,-116.06",Farmácia do Povo,RJ
23501,8146634201755737027,RETAILER 1,STORE TYPE 24,77535,"30.05,-94.92",Farmácia TopSaúde,MS
23502,8146689393244969401,RETAILER 1,STORE TYPE 18,46222,"39.79,-86.22",Drogaria Viva,RR
23503,8147324821455847352,RETAILER 6,STORE TYPE 23,28144,"35.71,-80.46",Farmácia Bem Estar,AC
23504,8147691153777247921,RETAILER 5,STORE TYPE 06,8807,"40.59,-74.62",Drogaria Popular,AC
23505,8147804038263128971,RETAILER 6,STORE TYPE 23,74354,"36.89,-94.88",Farmácia Boa Saúde,RO
23506,8147814688986446546,RETAILER 1,STORE TYPE 24,35222,"33.52,-86.77",Drogaria Viva,GO
23507,8147991773229199944,RETAILER 1,STORE TYPE 18,23002,"37.35,-77.97",Farmácia Vida+,RR
23508,8148251793923786907,RETAILER 1,STORE TYPE 18,21795,"39.58,-77.82",Farmácia Econômica,GO
23509,8148671079702963248,RETAILER 1,STORE TYPE 24,40013,"37.93,-85.46",Drogaria Mais Saúde,GO
23510,8148788657306220268,RETAILER 1,STORE TYPE 24,95519,"40.96,-124.05",Farmácia Vida+,PR
23511,8149912244088553033,RETAILER 1,STORE TYPE 24,52554,"40.93,-92.23",Farmácia do Povo,RN
23512,8150412006936532449,RETAILER 6,STORE TYPE 03,28054,"35.26,-81.15",Drogaria Esperança,PB
23513,8151789466849430756,RETAILER 6,STORE TYPE 23,60051,"42.35,-88.23",Drogaria Brasil,RN
23514,8152196530625843005,RETAILER 4,STORE TYPE 14,32503,"30.46,-87.21",Farmácia Bem Estar,PB
23515,8152567991673159735,RETAILER 1,STORE TYPE 24,21502,"39.64,-78.76",Farmácia Confiança,ES
23516,8153166470243942204,RETAILER 6,STORE TYPE 23,58701,"48.14,-101.33",Drogaria Central,PA
23517,8153329844248651130,RETAILER 6,STORE TYPE 23,43812,"40.26,-81.88",Farmácia São João,GO
23518,8153563844340979053,RETAILER 4,STORE TYPE 14,55811,"46.84,-92.22",Drogaria Moderna,SC
23519,8153672694490356003,RETAILER 1,STORE TYPE 24,44870,"41.43,-82.74",Farmácia Econômica,PA
23520,8154261084547394846,RETAILER 6,STORE TYPE 23,38008,"35.25,-89.00",Farmácia do Povo,RN
23521,8154318677183036383,RETAILER 1,STORE TYPE 24,86440,"34.90,-114.53",Drogaria Esperança,PR
23522,8154425425261918132,RETAILER 1,STORE TYPE 18,7003,"40.81,-74.19",Drogaria Viva,PE
23523,8154685725726005699,RETAILER 1,STORE TYPE 24,28584,"34.74,-77.08",Drogaria Viva,PR
23524,8154763936174722783,RETAILER 1,STORE TYPE 18,47802,"39.35,-87.40",Drogaria Brasil,RJ
23525,8154946231785448299,RETAILER 6,STORE TYPE 23,70058,"29.87,-90.06",Farmácia Econômica,SP
23526,8155267338356572932,RETAILER 1,STORE TYPE 24,27316,"35.70,-79.63",Farmácia Boa Saúde,DF
23527,8156273384135972713,RETAILER 1,STORE TYPE 18,53212,"43.07,-87.91",Farmácia TopSaúde,RN
23528,8156281364870513979,RETAILER 1,STORE TYPE 24,42634,"36.89,-84.42",Farmácia Confiança,PB
23529,8158171858533020420,RETAILER 6,STORE TYPE 23,83301,"42.40,-114.52",Farmácia Econômica,SE
23530,8158696533742615658,RETAILER 1,STORE TYPE 24,44691,"40.81,-81.98",Drogaria Mais Saúde,PB
23531,8159016568754577910,RETAILER 4,STORE TYPE 14,95825,"38.59,-121.41",Farmácia do Povo,PI
23532,8159097386178034071,RETAILER 1,STORE TYPE 24,72315,"35.90,-89.90",Drogaria Brasil,AP
23533,8159128933180146966,RETAILER 1,STORE TYPE 15,17976,"40.82,-76.21",Drogaria Central,SE
23534,8159130406605246858,RETAILER 6,STORE TYPE 23,74743,"34.01,-95.49",Farmácia São João,TO
23535,8159344824275443249,RETAILER 7,STORE TYPE 20,92821,"33.93,-117.89",Drogaria Brasil,PR
23536,8159660178457425605,RETAILER 6,STORE TYPE 23,36619,"30.60,-88.20",Drogaria Mais Saúde,RO
23537,8159949908628402870,RETAILER 4,STORE TYPE 14,33403,"26.80,-80.08",Farmácia Confiança,PE
23538,8160352790814311469,RETAILER 4,STORE TYPE 14,78723,"30.30,-97.69",Drogaria Central,MG
23539,8160930854153175934,RETAILER 1,STORE TYPE 18,43917,"40.23,-80.79",Farmácia Bem Estar,AL
23540,8161838060107013991,RETAILER 6,STORE TYPE 23,60430,"41.56,-87.66",Farmácia Bem Estar,RR
23541,8161944738802238696,RETAILER 1,STORE TYPE 24,37367,"35.63,-85.24",Farmácia Econômica,AL
23542,8162336027168469542,RETAILER 1,STORE TYPE 24,79762,"31.93,-102.36",Farmácia Econômica,CE
23543,8162365534072542701,RETAILER 7,STORE TYPE 20,80504,"40.16,-105.03",Drogaria Moderna,SE
23544,8162655014746766220,RETAILER 1,STORE TYPE 24,16652,"40.52,-77.95",Farmácia TopSaúde,MS
23545,8163077223114241448,RETAILER 1,STORE TYPE 18,29577,"33.70,-78.90",Farmácia Bem Estar,AM
23546,8163150657942793396,RETAILER 1,STORE TYPE 24,58540,"47.63,-101.73",Drogaria Popular,PI
23547,8163408553327328486,RETAILER 1,STORE TYPE 24,29323,"35.13,-81.91",Drogaria Central,AM
23548,8163761408268102235,RETAILER 6,STORE TYPE 16,94579,"37.69,-122.16",Farmácia Bem Estar,AC
23549,8163791378258231760,RETAILER 7,STORE TYPE 20,2169,"42.25,-71.00",Drogaria Popular,MT
23550,8163959299111500875,RETAILER 6,STORE TYPE 23,87120,"35.14,-106.76",Farmácia Boa Saúde,AC
23551,8164095020299942888,RETAILER 6,STORE TYPE 23,77581,"29.56,-95.28",Farmácia Bem Estar,AL
23552,8164285881057532993,RETAILER 1,STORE TYPE 24,64801,"37.11,-94.50",Farmácia Econômica,DF
23553,8164777218485540286,RETAILER 1,STORE TYPE 24,39571,"30.42,-89.28",Farmácia Econômica,AC
23554,8164974243748526134,RETAILER 1,STORE TYPE 24,24162,"37.13,-80.25",Farmácia São João,RN
23555,8165295135558070887,RETAILER 1,STORE TYPE 18,37745,"36.28,-82.82",Farmácia Econômica,PI
23556,8165379132643275540,RETAILER 1,STORE TYPE 24,40701,"36.92,-84.16",Farmácia TopSaúde,RO
23557,8166256664357591168,RETAILER 6,STORE TYPE 23,75702,"32.36,-95.32",Drogaria Esperança,RO
23558,8166322650776417196,RETAILER 1,STORE TYPE 18,47803,"39.47,-87.31",Farmácia do Povo,MG
23559,8166534710775271947,RETAILER 6,STORE TYPE 23,23456,"36.74,-76.04",Drogaria Esperança,PB
23560,8167071918032106304,RETAILER 1,STORE TYPE 24,35801,"34.73,-86.56",Farmácia São João,PA
23561,8167413297171520921,RETAILER 1,STORE TYPE 24,79072,"34.17,-101.73",Drogaria Esperança,BA
23562,8167467954936503014,RETAILER 1,STORE TYPE 24,28604,"36.18,-81.85",Drogaria Moderna,TO
23563,8167536173471577092,RETAILER 6,STORE TYPE 23,42718,"37.39,-85.37",Farmácia TopSaúde,MA
23564,8167752872825545088,RETAILER 1,STORE TYPE 18,18708,"41.30,-75.96",Drogaria Popular,PB
23565,8167915696331138147,RETAILER 6,STORE TYPE 23,32773,"28.75,-81.25",Drogaria Brasil,ES
23566,8168545649598906207,RETAILER 1,STORE TYPE 24,46986,"40.50,-85.82",Drogaria Moderna,AP
23567,8168772398589795891,RETAILER 1,STORE TYPE 24,35151,"33.08,-86.39",Farmácia Boa Saúde,MT
23568,8168896417784141599,RETAILER 6,STORE TYPE 23,54401,"44.96,-89.70",Drogaria Mais Saúde,TO
23569,8169408473977937101,RETAILER 6,STORE TYPE 03,97477,"44.06,-123.01",Farmácia Confiança,TO
23570,8169430537104756986,RETAILER 1,STORE TYPE 18,76044,"32.43,-97.54",Farmácia TopSaúde,PR
23571,8169733577407060233,RETAILER 1,STORE TYPE 24,29365,"34.98,-82.17",Farmácia TopSaúde,CE
23572,8169748830147300323,RETAILER 6,STORE TYPE 23,35405,"33.12,-87.54",Drogaria Mais Saúde,PI
23573,8169954557467478636,RETAILER 6,STORE TYPE 16,55123,"44.81,-93.14",Drogaria Popular,AP
23574,8170149950832226869,RETAILER 6,STORE TYPE 23,57783,"44.46,-103.93",Farmácia Vida+,RS
23575,8170356678710163477,RETAILER 6,STORE TYPE 23,46825,"41.15,-85.13",Drogaria Esperança,GO
23576,8170869418596230566,RETAILER 4,STORE TYPE 14,55337,"44.78,-93.27",Farmácia Bem Estar,PE
23577,8171242534231897636,RETAILER 7,STORE TYPE 20,34201,"27.40,-82.47",Farmácia São João,PR
23578,8171275336052174038,RETAILER 1,STORE TYPE 15,28364,"34.71,-79.32",Drogaria Viva,RN
23579,8171768002036650362,RETAILER 1,STORE TYPE 24,56336,"45.82,-94.76",Farmácia Confiança,PR
23580,8172317090717289781,RETAILER 4,STORE TYPE 14,6042,"41.80,-72.52",Drogaria Moderna,AP
23581,8172344191311678984,RETAILER 1,STORE TYPE 18,21804,"38.31,-75.53",Drogaria Brasil,PI
23582,8172554797540216056,RETAILER 1,STORE TYPE 24,64128,"39.06,-94.53",Farmácia São João,GO
23583,8172967021619442790,RETAILER 1,STORE TYPE 24,30701,"34.49,-84.96",Drogaria Central,PE
23584,8173134879767079546,RETAILER 6,STORE TYPE 23,27617,"35.91,-78.77",Drogaria Saúde,DF
23585,8173751785487835673,RETAILER 6,STORE TYPE 23,37801,"35.66,-84.09",Drogaria Esperança,PB
23586,8173799380213563872,RETAILER 7,STORE TYPE 20,86401,"35.13,-113.70",Drogaria Esperança,PE
23587,8174026304504400942,RETAILER 1,STORE TYPE 24,70652,"30.61,-93.27",Farmácia São João,CE
23588,8174657174900064532,RETAILER 4,STORE TYPE 14,50322,"41.63,-93.73",Farmácia Vida+,SE
23589,8175072595992542311,RETAILER 6,STORE TYPE 16,94928,"38.35,-122.69",Drogaria Viva,GO
23590,8175128101297191690,RETAILER 6,STORE TYPE 03,85302,"33.57,-112.18",Farmácia Confiança,SE
23591,8175443450842554075,RETAILER 1,STORE TYPE 24,39759,"33.44,-88.83",Farmácia TopSaúde,MT
23592,8175618584134613941,RETAILER 4,STORE TYPE 14,78759,"30.40,-97.76",Farmácia TopSaúde,PA
23593,8175903249228271672,RETAILER 1,STORE TYPE 24,77088,"29.88,-95.45",Drogaria Brasil,AL
23594,8176202072998136035,RETAILER 1,STORE TYPE 24,52726,"41.50,-90.78",Farmácia Vida+,AM
23595,8176215258444994973,RETAILER 1,STORE TYPE 24,40324,"38.25,-84.55",Farmácia TopSaúde,MT
23596,8176369205573594087,RETAILER 1,STORE TYPE 24,72802,"35.32,-93.08",Farmácia São João,ES
23597,8176772346650011171,RETAILER 5,STORE TYPE 06,16509,"42.06,-80.04",Farmácia São João,RN
23598,8176901664431868998,RETAILER 1,STORE TYPE 18,21205,"39.30,-76.56",Farmácia TopSaúde,SE
23599,8177023987730804917,RETAILER 1,STORE TYPE 24,37303,"35.45,-84.64",Drogaria Viva,CE
23600,8177775546042158733,RETAILER 1,STORE TYPE 24,78640,"30.00,-97.83",Drogaria Saúde,ES
23601,8177778268904947284,RETAILER 6,STORE TYPE 23,78613,"30.50,-97.82",Farmácia Boa Saúde,RN
23602,8177896216132835220,RETAILER 4,STORE TYPE 14,2747,"41.66,-71.02",Farmácia Boa Saúde,PE
23603,8178112619489664826,RETAILER 1,STORE TYPE 24,42410,"37.28,-87.51",Drogaria Saúde,MA
23604,8178259245038446146,RETAILER 1,STORE TYPE 24,33527,"27.97,-82.21",Drogaria Moderna,PE
23605,8178712845260467283,RETAILER 6,STORE TYPE 23,65608,"36.90,-92.68",Drogaria Saúde,ES
23606,8179788150176847156,RETAILER 1,STORE TYPE 24,48642,"43.71,-84.24",Drogaria Esperança,MT
23607,8179841350022866665,RETAILER 1,STORE TYPE 24,62216,"38.62,-89.60",Drogaria Esperança,SE
23608,8180399843902735912,RETAILER 1,STORE TYPE 24,66007,"39.16,-94.94",Farmácia TopSaúde,PB
23609,8180465025283701549,RETAILER 1,STORE TYPE 24,29536,"34.42,-79.37",Drogaria Central,RJ
23610,8180947053498844485,RETAILER 6,STORE TYPE 23,68025,"41.44,-96.49",Farmácia Vida+,DF
23611,8181007985696805702,RETAILER 1,STORE TYPE 24,29101,"34.46,-80.25",Drogaria Mais Saúde,MS
23612,8181054757939737072,RETAILER 1,STORE TYPE 24,44094,"41.61,-81.38",Drogaria Brasil,SP
23613,8181235503125094013,RETAILER 7,STORE TYPE 20,16066,"40.71,-80.11",Farmácia Bem Estar,MA
23614,8181362884641137105,RETAILER 6,STORE TYPE 23,80547,"40.53,-104.97",Drogaria Mais Saúde,GO
23615,8182495707836501240,RETAILER 1,STORE TYPE 18,32778,"28.77,-81.73",Farmácia Confiança,PR
23616,8182514158071713202,RETAILER 6,STORE TYPE 23,68137,"41.21,-96.12",Drogaria Mais Saúde,AM
23617,8183341307098832955,RETAILER 6,STORE TYPE 23,34747,"28.31,-81.60",Drogaria Brasil,RN
23618,8183897125651771356,RETAILER 1,STORE TYPE 24,72015,"34.49,-92.59",Farmácia TopSaúde,RR
23619,8184987096333156159,RETAILER 7,STORE TYPE 20,68516,"40.74,-96.64",Drogaria Esperança,MG
23620,8185366411859986936,RETAILER 1,STORE TYPE 18,19805,"39.74,-75.59",Drogaria Brasil,GO
23621,8185407084108905893,RETAILER 1,STORE TYPE 24,17820,"40.90,-76.40",Farmácia TopSaúde,GO
23622,8186010554207483118,RETAILER 6,STORE TYPE 23,86442,"35.09,-114.56",Drogaria Popular,TO
23623,8186509696525023685,RETAILER 1,STORE TYPE 24,24639,"37.16,-81.89",Farmácia do Povo,SC
23624,8187425758523453564,RETAILER 7,STORE TYPE 20,97140,"45.35,-122.87",Drogaria Popular,MS
23625,8187521466436382683,RETAILER 6,STORE TYPE 23,92243,"32.77,-115.60",Drogaria Central,PB
23626,8188082363437834383,RETAILER 6,STORE TYPE 23,75002,"33.09,-96.61",Farmácia Bem Estar,RJ
23627,8188200338930504943,RETAILER 6,STORE TYPE 23,98271,"48.09,-122.24",Drogaria Mais Saúde,MS
23628,8189008091255387340,RETAILER 6,STORE TYPE 16,28768,"35.32,-82.71",Farmácia do Povo,CE
23629,8189214325810612911,RETAILER 1,STORE TYPE 24,61866,"40.31,-88.15",Farmácia Confiança,SC
23630,8189743232053674961,RETAILER 6,STORE TYPE 23,8619,"40.24,-74.70",Drogaria Saúde,AC
23631,8190199723215597042,RETAILER 1,STORE TYPE 24,78655,"29.82,-97.84",Drogaria Brasil,MA
23632,8191481568983531405,RETAILER 1,STORE TYPE 24,28504,"35.22,-77.64",Farmácia TopSaúde,SP
23633,8191549974408958038,RETAILER 1,STORE TYPE 18,18055,"40.59,-75.30",Drogaria Brasil,RO
23634,8191609867354918078,RETAILER 1,STORE TYPE 18,37343,"35.17,-85.21",Drogaria Esperança,TO
23635,8191707266523806429,RETAILER 7,STORE TYPE 20,63033,"38.80,-90.27",Farmácia Bem Estar,RO
23636,8191830999687284864,RETAILER 1,STORE TYPE 18,63801,"36.90,-89.62",Drogaria Brasil,SC
23637,8192151921467274635,RETAILER 6,STORE TYPE 23,60441,"41.59,-88.05",Drogaria Central,PI
23638,8192713662897339010,RETAILER 1,STORE TYPE 24,74026,"35.71,-96.76",Drogaria Esperança,SE
23639,8193089099551816267,RETAILER 1,STORE TYPE 24,79720,"32.25,-101.47",Drogaria Mais Saúde,MG
23640,8193092568781121496,RETAILER 1,STORE TYPE 18,51247,"43.19,-96.34",Farmácia Confiança,AM
23641,8193536155128946213,RETAILER 1,STORE TYPE 24,32615,"29.82,-82.49",Farmácia Vida+,TO
23642,8193592357877190202,RETAILER 1,STORE TYPE 24,46538,"41.33,-85.82",Farmácia TopSaúde,MA
23643,8193694129591088986,RETAILER 1,STORE TYPE 18,63825,"36.93,-89.95",Drogaria Moderna,PB
23644,8193898177146663652,RETAILER 4,STORE TYPE 14,94928,"38.35,-122.69",Drogaria Mais Saúde,PI
23645,8193967021314084584,RETAILER 1,STORE TYPE 24,15108,"40.50,-80.20",Drogaria Moderna,PE
23646,8194166976380832643,RETAILER 4,STORE TYPE 14,11801,"40.76,-73.52",Drogaria Central,PB
23647,8194749706088396557,RETAILER 4,STORE TYPE 14,20852,"39.05,-77.12",Farmácia São João,PB
23648,8195091749181232760,RETAILER 1,STORE TYPE 15,76513,"31.05,-97.50",Farmácia Boa Saúde,AC
23649,8195131449779933711,RETAILER 1,STORE TYPE 24,74401,"35.72,-95.47",Farmácia Vida+,RJ
23650,8195231434153182361,RETAILER 6,STORE TYPE 23,20151,"38.90,-77.45",Drogaria Moderna,PR
23651,8195404240794570287,RETAILER 7,STORE TYPE 20,33023,"25.99,-80.22",Drogaria Mais Saúde,SE
23652,8195477948506364966,RETAILER 6,STORE TYPE 23,35768,"34.77,-86.10",Drogaria Central,SP
23653,8195731360410423628,RETAILER 6,STORE TYPE 23,2338,"42.00,-70.86",Farmácia Econômica,BA
23654,8196434620427697694,RETAILER 6,STORE TYPE 23,33076,"26.32,-80.28",Drogaria Moderna,PI
23655,8196550294204663892,RETAILER 1,STORE TYPE 24,63020,"38.10,-90.57",Farmácia Econômica,DF
23656,8196808472880616794,RETAILER 1,STORE TYPE 24,71857,"33.80,-93.34",Farmácia Bem Estar,CE
23657,8196856237677183013,RETAILER 1,STORE TYPE 24,35058,"34.23,-86.74",Farmácia Vida+,SC
23658,8196921805546566040,RETAILER 1,STORE TYPE 18,66006,"38.80,-95.23",Drogaria Brasil,MS
23659,8196940624571228041,RETAILER 1,STORE TYPE 18,61462,"40.92,-90.64",Farmácia Vida+,SP
23660,8197136597751544647,RETAILER 6,STORE TYPE 23,39773,"33.65,-88.69",Drogaria Esperança,TO
23661,8197414224818088201,RETAILER 1,STORE TYPE 24,89704,"39.26,-119.82",Farmácia Confiança,RR
23662,8197594908993549356,RETAILER 1,STORE TYPE 24,35594,"33.93,-87.77",Farmácia Vida+,AM
23663,8197748651327038483,RETAILER 6,STORE TYPE 23,80229,"39.86,-104.96",Drogaria Central,RN
23664,8197763374047302418,RETAILER 1,STORE TYPE 24,74063,"36.15,-96.20",Farmácia Confiança,PI
23665,8198183772222599815,RETAILER 6,STORE TYPE 23,32578,"30.51,-86.45",Farmácia Confiança,MS
23666,8198184928216023680,RETAILER 1,STORE TYPE 24,79109,"35.17,-101.89",Drogaria Popular,RN
23667,8198631235897827884,RETAILER 4,STORE TYPE 14,63090,"38.54,-91.05",Farmácia Boa Saúde,PE
23668,8198965116225137037,RETAILER 6,STORE TYPE 23,30014,"33.58,-83.82",Drogaria Central,TO
